rno,1,2,3,4,5,6,7,8
0808CS181105,8.33,8.48,8.46,,,,,
0808CS181106,6.81,6.24,6.58,,,,,
0808CS181107,6.62,7.29,7,,,,,
0808CS181108,6.67,6.38,6.83,,,,,
0808CS181109,6.33,6.29,7.21,,,,,
0808CS181110,7.86,8.19,7.71,,,,,
0808CS181112,7.43,7.24,7.08,,,,,
0808CS181113,7.76,7.19,7.5,,,,,
0808CS181114,6.76,7.19,7.54,,,,,
0808CS181115,6.76,6.48,7.67,,,,,
0808CS181116,8,8.57,8.29,,,,,
0808CS181117,7.29,7.33,7.46,,,,,
0808CS181118,7.52,7.38,7.71,,,,,
0808CS181119,6.52,3.24,4.88,,,,,
0808CS181120,3.86,3.14,4.13,,,,,
0808CS181121,7.43,7.52,7.5,,,,,
0808CS181122,6.76,6.43,6.42,,,,,
0808CS181123,7.48,7.62,7.96,,,,,
0808CS181124,6.95,6.86,6.92,,,,,
0808CS181125,8.1,7.81,8.38,,,,,
0808CS181126,8.05,8.14,8.29,,,,,
0808CS181127,8.33,8.48,8.21,,,,,
0808CS181128,6,5.05,6.25,,,,,
0808CS181129,6.9,6.9,6.96,,,,,
0808CS181130,7.19,7.95,8.25,,,,,
0808CS181131,7.38,6.81,6.92,,,,,
0808CS181132,6.9,6.9,7.21,,,,,
0808CS181133,8.05,7.48,7.75,,,,,
0808CS181134,6.19,4.76,7.21,,,,,
0808CS181136,5.43,4.33,5.46,,,,,
0808CS181137,7.14,5.71,6.67,,,,,
0808CS181138,9,8.57,8.88,,,,,
0808CS181139,7.5,5.14,7.67,,,,,
0808CS181140,5.9,5.38,5.96,,,,,
0808CS181141,7.71,6.19,7.13,,,,,
0808CS181142,9.1,8.29,8.83,,,,,
0808CS181143,7.57,6.38,7,,,,,
0808CS181144,8.14,7.71,8.04,,,,,
0808CS181145,8.05,7.14,7.21,,,,,
0808CS181146,7.1,6.05,7.21,,,,,
0808CS181147,6.9,7,8.13,,,,,
0808CS181148,7.14,7.05,8.38,,,,,
0808CS181149,7.19,7.9,8.58,,,,,
0808CS181150,7.14,6.24,7.58,,,,,
0808CS181151,5.14,6.1,7.42,,,,,
0808CS181152,8.1,8.38,8.46,,,,,
0808CS181153,8.1,8,7.92,,,,,
0808CS181154,8.1,8.1,8.25,,,,,
0808CS181155,8.38,8.33,8.58,,,,,
0808CS181156,7.29,6.43,7.58,,,,,
0808CS181157,6.14,5.57,6.21,,,,,
0808CS181158,7.1,6.62,7.67,,,,,
0808CS181159,6.43,6.43,5.96,,,,,
0808CS181160,7.1,7.1,7.33,,,,,
0808CS181161,7.14,6.67,6.58,,,,,
0808CS181162,5.43,5.81,6.38,,,,,
0808CS181163,5.86,5.38,5.79,,,,,
0808CS181165,6.43,7.57,7.67,,,,,
0808CS181166,7.71,8.14,7.58,,,,,
0808CS181167,5.24,6.24,6.83,,,,,
0808CS181168,4.67,3.24,4.04,,,,,
0808CS181169,7.67,6.52,7.46,,,,,
0808CS181171,5.76,4.71,3.5,,,,,
0808CS181172,7.05,6.19,6.13,,,,,
0808CS181173,7,6.33,5.54,,,,,
0808CS181174,7.24,6.86,6.63,,,,,
0808CS181175,8,6.9,7.79,,,,,
0808CS181176,7.48,6.9,6.75,,,,,
0808CS181177,7.62,5.33,7.17,,,,,
0808CS181178,8.05,6.95,7.33,,,,,
0808CS181179,7.33,5.9,6.29,,,,,
0808CS181180,6.71,5.52,6.5,,,,,
0808CS181181,7.67,6.67,7.42,,,,,
0808CS181182,7.05,7.33,7.58,,,,,
0808CS181183,7.29,5.62,4.92,,,,,
0808CS181184,7.14,6.38,7.46,,,,,
0808CS181185,7.43,6.1,6,,,,,
0808CS181186,7.52,7.62,7.5,,,,,
0808CS181187,6.95,6.33,6.08,,,,,
0808CS181188,8.57,5,8.33,,,,,
0808CS181189,7.62,6.57,6.71,,,,,
0808CI181002 ,6.81,5.95,6.58,,,,,
0808CI181003,6.1,6.1,6.71,,,,,
0808CI181004,6.9,6.71,7.08,,,,,
0808CI181005,6.48,5.9,6.63,,,,,
0808CI181006,8.19,7.9,7.96,,,,,
0808CI181007,5.14,5.14,4.92,,,,,
0808CI181008,7.86,7.33,8.38,,,,,
0808CI181009,8.1,7.33,7.79,,,,,
0808CI181010,6.62,6.14,7.04,,,,,
0808CI181011,5.95,6.67,7,,,,,
0808CI181012,6.71,7.24,6.04,,,,,
0808CI181013,4.38,5,5.25,,,,,
0808CI181014,5.57,5.52,7.5,,,,,
0808CI181015,6.48,5.71,7.71,,,,,
0808CI181016,5.48,6.05,6.54,,,,,
0808CI181017,5.57,6.29,4.5,,,,,
0808CI181018,3,5.9,5.33,,,,,
0808CI181019,7.95,8.43,8.38,,,,,
0808CI181020,5.86,6.62,6.92,,,,,
0808CI181022,7,7.33,8.17,,,,,
0808CI181024,7.24,7.57,8.13,,,,,
0808CI181025,7.33,5.29,8.38,,,,,
0808CI181026,6.43,6.38,7.58,,,,,
0808CI181027,7.1,6.19,7.63,,,,,
0808CI181028,6.67,6.71,7.29,,,,,
0808CI181029,7.57,7.62,8.04,,,,,
0808CI181030,7.67,7.48,8.54,,,,,
0808CI181031,5.9,6.48,6.71,,,,,
0808CI181032,7,6.95,7.33,,,,,
0808CI181033,4.81,5.05,6.17,,,,,
0808CI181034,8.19,7.67,8.33,,,,,
0808CI181035,7.38,7.48,7.5,,,,,
0808CI181036,5.76,4.57,6.96,,,,,
0808CI181037,7.14,6.48,7.58,,,,,
0808CI181038,6.24,5.52,7.17,,,,,
0808CI181039,5.52,5.1,6.17,,,,,
0808CI181040,6.95,8,8,,,,,
0808CI181041,6.52,6.52,7.08,,,,,
0808CI181042,3.38,3.38,4.42,,,,,
0808CI181043,7.48,7.38,7.13,,,,,
0808CI181044,4.19,5.57,6.13,,,,,
0808CI181046,7.14,6.33,7.38,,,,,
0808CI181047,6.62,5.9,7.33,,,,,
0808CI181048,7.67,6.95,7.96,,,,,
0808CI181049,8.38,7.43,8.58,,,,,
0808CI181050,6.71,4.95,6.92,,,,,
0808CI181051,7.1,6.05,6.71,,,,,
0808CI181053,7.81,6.43,6.21,,,,,
0808CI181054,4.67,6.43,6.5,,,,,
0808CI181055,6.81,6.52,7.08,,,,,
0808CI181056,7.81,7.1,7.63,,,,,
0808CI181057,7.48,7.43,7.71,,,,,
0808CI181058,5.81,6,6.38,,,,,
0808CI181059,4.81,5.71,5.88,,,,,
0808CI181060,1.81,4.86,5.54,,,,,
0808CT181001,5.1,5.81,6.83,,,,,
0808CT181002,6,6.71,6.79,,,,,
0808CT181003,7,7.71,6.5,,,,,
0808CT181004,7.14,7.76,7.58,,,,,
0808CT181005,7.43,6.29,7.17,,,,,
0808CT181006,6.57,6.71,7,,,,,
0808CT181007,6.29,5.81,7.13,,,,,
0808CT181008,6.43,6.67,6.58,,,,,
0808CT181009,7.33,8.14,8.21,,,,,
0808CT181010,2.81,,6.46,,,,,
0808CT181011,6.57,6.81,6,,,,,
0808CT181012,6.29,6.81,4.58,,,,,
0808CT181013,7.71,7.33,7.58,,,,,
0808CT181014,7.95,8.1,8.17,,,,,
0808CT181015,3.14,5.9,6.42,,,,,
0808CT181016,6.1,7.14,7.67,,,,,
0808CT181017,4.67,6.14,3.79,,,,,
0808CT181020,5.48,6.29,5.96,,,,,
0808CT181021,5.76,5.52,7.92,,,,,
0808CT181022,5.24,6,6.88,,,,,
0808CT181023,4.24,5.29,6.79,,,,,
0808CT181024,5.76,7.1,7.58,,,,,
0808CT181025,6.86,7.95,7.75,,,,,
0808CT181026,5.48,6.43,6.17,,,,,
0808CT181027,7.19,7.81,7.83,,,,,
0808CT181028,5.71,6.43,6.21,,,,,
0808CT181029,5.62,7.33,7.5,,,,,
0808CT181030,7.95,7.67,8.08,,,,,
0808CT181031,7.24,6.52,8,,,,,
0808CT181032,6.24,6.67,6.58,,,,,
0808CT181033,2.71,3.86,4.25,,,,,
0808CT181034,6.29,5.62,6.83,,,,,
0808CT181035,5.43,4.67,7.21,,,,,
0808CT181036,5.52,5.14,6.75,,,,,
0808CT181037,4.29,5.86,5.25,,,,,
0808CT181038,4.05,5.19,4.88,,,,,
0808CT181039,7.05,7.76,8.29,,,,,
0808CT181040,5.19,5.1,5.83,,,,,
0808CT181041,4.57,5.86,7.46,,,,,
0808CT181042,5.76,6.38,5.88,,,,,
0808CT181043,4.86,5.29,6,,,,,
0808CT181045,2.48,5.67,6.88,,,,,
0808CT181046,5.86,6.71,7.17,,,,,
0808CT181047,3.62,4.43,4.13,,,,,
0808CT181048,5.62,5.43,4.58,,,,,
0808CT181050,8.14,8.48,8,,,,,
0808CT181051,6.81,7.67,6.21,,,,,
0808CT181052,7.14,7.19,6.58,,,,,
0808CT181053,3.95,6.71,5.75,,,,,
0808CT181054,7.52,7.9,7.58,,,,,
0808CT181055,7.24,5.81,6.71,,,,,
0808CT181056,5.05,5.76,6.96,,,,,
0808CT181057,6.86,7.33,7.29,,,,,
0808CT181059,7.9,8.76,8.29,,,,,
0808CT181060,6.24,7.1,7.54,,,,,
0808CS141125,1.73,6.69,7,6.94,8.13,,,
0808CS151095,6.62,7.24,6.23,7.13,7.75,7.25,8.5,
0808CS141051,2.46,,,,,,,
0808CS141141,2.54,,,,,,,
0808CS171137,6.27,6.25,5.88,7.54,,,,
0808CS153D01,5.38,5.94,6.63,7.75,7.56,7.56,,
0808CS153D02,4.63,5.31,6.38,7,6.75,7.44,,
0808EC141010,7.19,7.19,8.31,8.44,8.56,8.44,,
0808EC141011,6.81,8.25,8.88,8.5,9,8.81,,
0808EC141066,7.81,7.88,8.56,8.44,8.75,8.56,,
0808EX141081,8.31,8.25,8.25,8.06,8.75,8.38,,
0808CM161030,7,8,8,7.81,,,,
0808EC161017,7.5,7.69,8.13,7.88,,,,
0808CS173D01,5.56,6.94,7,7.25,,,,
0808CS173D02,6.06,7.19,7.38,7,,,,
0808EC161026,6.88,7.63,7.56,7.31,,,,
0808EC161040,6.19,7.13,7.25,7.19,,,,
0808EC161043,6,6.5,6.88,7,,,,
0808EC161057,5.81,6.69,6.44,6.13,,,,
0808EC161060,7.13,6.69,6.63,6.38,,,,
0808EC161076,7.19,7.38,6.81,6.69,,,,
0808CM171024,6.38,6.63,7.54,,,,,
0808EC171041,6.54,7.67,8,,,,,
0808ME171020,6.13,5.96,6.67,,,,,
0821CS171093,7.5,7.75,8.5,,,,,
0808CS183D08,5.59,5.38,6.58,,,,,
0808CS183D01,5.95,5.96,6.67,,,,,
0808CS183D03,6.18,6.58,6.46,,,,,
0808CS183D06,6.45,7.67,7.83,,,,,
0808CS183D04,5.82,7.08,7.33,,,,,
0808CS183D07,5.82,6.83,7.21,,,,,
0808CS183D05,6.27,8.17,8.21,,,,,
0808CS163D02,4.77,7.5,7.38,7.75,7.94,,,
0808CS163D03,7.04,8.13,7.81,8,8.38,,,
0808EC151055,7.54,7.88,7.5,7.13,8.13,,,
0808EC151062,8.31,8.75,8.25,8.19,8.88,,,
0808EC151110,7.69,8.31,7.88,7.63,7.88,,,
0808EC151112,6.12,7.19,6.75,6.88,7.88,,,
0808EC151070,6.92,7.38,7.69,7.44,7.81,,,
0821CS161041,6.44,6.81,,,,,,
